순위	선수명	팀명	AVG	G	PA	AB	R	H	2B	3B	HR	TB	RBI	SAC	SF
1	권정웅	삼성	1.000	3	1	1	1	1	0	0	0	1	0	0	0
2	최형우	삼성	0.376	138	618	519	99	195	46	2	31	338	144	0	7
3	구자욱	삼성	0.343	108	495	428	105	147	19	13	14	234	77	2	5
4	최재원	삼성	0.333	28	105	81	20	27	3	0	4	42	16	2	2
4	황선도	삼성	0.333	1	4	3	0	1	0	0	0	1	0	0	0
6	이승엽	삼성	0.303	142	623	542	91	164	32	2	27	281	118	0	8
7	박한이	삼성	0.301	110	401	349	57	105	21	0	14	168	69	6	4
8	박해민	삼성	0.300	141	641	564	109	169	26	12	4	231	61	22	3
9	이지영	삼성	0.297	129	419	390	36	116	12	0	7	149	50	8	2
10	백상원	삼성	0.288	132	517	445	60	128	19	3	3	162	49	10	7
11	조동찬	삼성	0.275	90	282	247	32	68	11	1	10	111	36	3	3
12	김상수	삼성	0.271	105	401	358	56	97	13	0	3	119	38	8	4
13	배영섭	삼성	0.266	93	381	323	53	86	17	0	4	115	22	1	1
14	발디리스	삼성	0.266	44	190	154	24	41	6	0	8	71	33	0	3
15	이흥련	삼성	0.260	85	174	150	20	39	11	0	6	68	25	9	2
16	이성규	삼성	0.250	6	6	4	2	1	0	0	0	1	0	2	0
17	김정혁	삼성	0.236	46	118	106	13	25	1	1	2	34	11	1	1
18	우동균	삼성	0.221	33	82	68	14	15	1	0	2	22	10	1	1
19	김재현	삼성	0.218	122	215	188	25	41	7	0	0	48	14	11	1
20	김태완	삼성	0.196	34	52	46	4	9	2	0	1	14	9	0	1
21	나성용	삼성	0.167	6	13	12	1	2	0	0	0	2	0	0	0
22	이영욱	삼성	0.163	104	52	49	16	8	1	0	1	12	4	0	0
23	성의준	삼성	0.150	24	23	20	2	3	0	0	1	6	2	0	0
24	최선호	삼성	0.115	60	27	26	11	3	1	0	0	4	3	0	0
25	이상훈	삼성	0.083	8	14	12	0	1	0	0	0	1	0	2	0
26	박계범	삼성	-	5	0	0	1	0	0	0	0	0	0	0	0
26	심창민	삼성	-	1	0	0	0	0	0	0	0	0	0	0	0
26	안지만	삼성	-	1	0	0	0	0	0	0	0	0	0	0	0
26	이정식	삼성	0.000	7	9	8	0	0	0	0	0	0	1	0	0
26	임대한	삼성	-	1	0	0	0	0	0	0	0	0	0	0	0
