순위	선수명	팀명	AVG	G	PA	AB	R	H	2B	3B	HR	TB	RBI	SAC	SF
1	조성모	SK	0.500	3	2	2	1	1	0	0	0	1	0	0	0
2	나주환	SK	0.386	24	65	57	13	22	2	0	5	39	12	3	0
3	김동엽	SK	0.336	57	150	143	19	48	8	0	6	74	23	0	1
4	최정민	SK	0.329	88	177	155	29	51	4	1	0	57	11	6	1
5	김재현	SK	0.321	100	193	168	27	54	5	5	1	72	18	8	1
6	김성현	SK	0.319	138	530	479	66	153	28	0	8	205	65	5	7
7	정의윤	SK	0.311	144	616	576	68	179	32	1	27	294	100	0	5
8	박재상	SK	0.298	94	288	255	37	76	14	1	6	110	35	4	2
9	김강민	SK	0.298	115	422	366	59	109	21	0	10	160	47	10	2
10	최정용	SK	0.296	48	61	54	10	16	1	1	0	19	2	4	0
11	이재원	SK	0.290	130	472	411	49	119	15	0	15	179	64	2	7
12	최정	SK	0.288	141	606	500	106	144	24	1	40	290	106	0	6
13	고메즈	SK	0.283	117	492	456	74	129	31	0	21	223	62	2	4
14	한동민	SK	0.278	6	20	18	3	5	0	0	0	5	0	0	0
15	박정권	SK	0.277	125	468	422	59	117	17	3	18	194	59	2	4
16	박승욱	SK	0.276	36	103	87	19	24	4	1	3	39	13	4	1
17	이명기	SK	0.272	99	326	287	29	78	7	4	1	96	22	10	2
18	최승준	SK	0.266	76	231	199	31	53	5	0	19	115	42	0	1
19	김민식	SK	0.257	88	170	144	17	37	9	0	2	52	14	3	0
20	조동화	SK	0.238	76	172	143	24	34	5	0	0	39	16	8	2
21	김기현	SK	0.188	14	17	16	3	3	1	0	0	4	0	0	0
22	이진석	SK	0.186	41	45	43	6	8	1	1	0	11	2	0	0
23	이현석	SK	0.182	11	11	11	1	2	0	0	0	2	0	0	0
23	임석진	SK	0.182	11	12	11	3	2	0	0	0	2	0	0	0
25	김승회	SK	-	1	0	0	0	0	0	0	0	0	0	0	0
25	김주한	SK	-	3	0	0	0	0	0	0	0	0	0	0	0
25	김태훈	SK	-	1	0	0	0	0	0	0	0	0	0	0	0
25	라라	SK	-	1	0	0	0	0	0	0	0	0	0	0	0
25	문광은	SK	-	1	0	0	0	0	0	0	0	0	0	0	0
25	박민호	SK	-	3	0	0	0	0	0	0	0	0	0	0	0
