순위	선수명	팀명	ERA	G	W	L	SV	HLD	WPCT	IP	H	HR	BB	HBP	SO	R	ER	WHIP
1	김정빈	SK	0.00	4	0	0	0	0	-	4.3	2	0	1	0	6	0	0	0.69
1	이건욱	SK	0.00	2	0	0	0	0	-	3.3	1	0	1	0	5	0	0	0.60
1	조영우	SK	0.00	2	0	0	0	0	-	3.3	1	0	0	0	2	0	0	0.30
4	김주온	SK	2.25	3	0	1	0	0	0.000	4	4	0	1	0	3	1	1	1.25
5	김태훈	SK	3.00	1	0	1	0	0	0.000	6	2	0	3	0	3	2	2	0.83
6	핀토	SK	3.18	2	1	1	0	0	0.500	11.3	10	0	7	1	4	11	4	1.50
7	박종훈	SK	3.60	2	0	0	0	0	-	10	14	1	3	0	11	4	4	1.70
8	문승원	SK	6.35	1	0	0	0	0	-	5.6	9	2	0	0	7	4	4	1.59
9	킹엄	SK	6.75	2	0	2	0	0	0.000	10.6	16	1	4	0	6	11	8	1.88
10	서진용	SK	8.10	4	0	0	0	0	-	3.3	4	2	1	0	5	3	3	1.50
11	김세현	SK	9.00	2	0	0	0	0	-	1	2	0	2	0	0	1	1	4.00
11	하재훈	SK	9.00	1	0	0	0	0	-	1	2	1	1	0	0	1	1	3.00
13	박민호	SK	10.13	3	0	0	0	2	-	2.6	4	1	0	0	1	3	3	1.50
14	김주한	SK	36.00	2	0	2	0	0	0.000	1	4	0	1	1	0	4	4	5.00
15	김택형	SK	63.00	3	0	0	0	0	-	1	5	0	3	0	2	7	7	8.00
