순위	선수명	팀명	ERA	G	W	L	SV	HLD	WPCT	IP	H	HR	BB	HBP	SO	R	ER	WHIP
1	김재웅	키움	0.00	3	0	0	0	1	-	3.3	4	0	0	0	5	0	0	1.20
1	김태훈	키움	0.00	2	1	0	0	0	1.000	6	3	0	0	0	0	0	0	0.50
1	양현	키움	0.00	4	1	0	1	2	1.000	4.6	3	0	1	1	4	0	0	0.86
1	윤정현	키움	0.00	1	0	0	0	0	-	1	2	0	1	0	1	2	0	3.00
1	조상우	키움	0.00	4	0	0	4	0	-	4	4	0	0	0	3	1	0	1.00
6	요키시	키움	0.82	2	1	0	0	0	1.000	11	8	0	1	0	11	2	1	0.82
7	최원태	키움	2.92	2	0	1	0	0	0.000	12.3	13	0	2	0	10	6	4	1.22
8	브리검	키움	3.68	2	0	0	0	0	-	7.3	9	1	3	0	7	3	3	1.64
9	오주원	키움	4.50	3	2	0	0	0	1.000	2	3	1	0	0	3	1	1	1.50
9	한현희	키움	4.50	1	1	0	0	0	1.000	6	8	1	1	1	4	3	3	1.50
11	이승호	키움	5.59	2	0	0	0	0	-	9.6	11	1	4	0	5	6	6	1.55
12	임규빈	키움	6.00	3	0	0	0	0	-	3	4	1	1	1	0	2	2	1.67
13	김상수	키움	8.31	5	0	1	0	3	0.000	4.3	6	0	2	1	5	4	4	1.85
14	이영준	키움	9.82	4	0	1	0	3	0.000	3.6	4	2	1	1	2	4	4	1.36
15	김성민	키움	10.80	2	0	0	0	0	-	1.6	2	1	0	0	1	2	2	1.20
