순위	선수명	팀명	AVG	G	PA	AB	R	H	2B	3B	HR	TB	RBI	SAC	SF
1	전병우	롯데	0.364	27	77	66	18	24	7	0	3	40	13	0	1
2	허일	롯데	0.357	9	15	14	1	5	0	0	0	5	0	0	0
3	전준우	롯데	0.342	144	614	556	118	190	36	2	33	329	90	1	2
4	이대호	롯데	0.333	144	604	543	81	181	30	0	37	322	125	0	4
5	손아섭	롯데	0.329	141	625	553	109	182	32	5	26	302	93	1	1
6	민병헌	롯데	0.318	118	494	443	74	141	21	0	17	213	66	2	6
7	정훈	롯데	0.305	91	194	174	33	53	10	1	7	86	26	0	3
8	신본기	롯데	0.294	139	479	425	55	125	28	1	11	188	71	5	5
9	채태인	롯데	0.293	130	420	376	44	110	18	0	15	173	75	1	4
10	문규현	롯데	0.275	122	349	316	42	87	19	1	6	126	41	9	6
11	이병규	롯데	0.273	103	257	198	31	54	11	1	10	97	39	0	2
12	번즈	롯데	0.268	133	505	462	80	124	34	5	23	237	64	1	0
13	나경민	롯데	0.263	87	71	57	23	15	2	0	0	17	1	1	0
14	김문호	롯데	0.250	46	115	100	12	25	7	0	2	38	16	2	0
15	안중열	롯데	0.247	60	176	154	19	38	11	0	4	61	18	7	0
16	한동희	롯데	0.232	87	226	211	24	49	13	1	4	76	25	0	1
17	김사훈	롯데	0.230	56	79	74	7	17	3	0	0	20	6	3	0
18	조홍석	롯데	0.226	39	71	62	14	14	1	0	0	15	1	1	0
19	김동한	롯데	0.193	55	96	83	11	16	1	0	2	23	9	2	2
20	오윤석	롯데	0.167	13	13	12	3	2	0	0	0	2	0	0	0
20	황진수	롯데	0.167	18	26	24	6	4	1	0	1	8	1	0	0
22	나원탁	롯데	0.125	20	24	24	0	3	0	0	0	3	1	0	0
23	나종덕	롯데	0.124	106	203	177	15	22	3	0	2	31	11	9	0
24	박헌도	롯데	0.115	15	31	26	1	3	1	0	0	4	0	0	0
25	구승민	롯데	-	1	0	0	0	0	0	0	0	0	0	0	0
25	노경은	롯데	-	1	0	0	0	0	0	0	0	0	0	0	0
25	손승락	롯데	-	1	0	0	0	0	0	0	0	0	0	0	0
25	윤성빈	롯데	-	1	0	0	0	0	0	0	0	0	0	0	0
25	장시환	롯데	-	1	0	0	0	0	0	0	0	0	0	0	0
25	조정훈	롯데	-	1	0	0	0	0	0	0	0	0	0	0	0
