순위	선수명	팀명	ERA	G	W	L	SV	HLD	WPCT	IP	H	HR	BB	HBP	SO	R	ER	WHIP
1	진명호	롯데	0.00	4	0	0	0	0	-	5	1	0	5	0	7	0	0	1.20
1	차재용	롯데	0.00	3	0	0	0	0	-	2.3	1	0	0	0	2	0	0	0.43
3	손승락	롯데	2.18	61	1	3	37	0	0.250	62	59	7	11	1	62	16	15	1.13
4	박세웅	롯데	3.68	28	12	6	0	0	0.667	171.3	170	21	56	9	117	74	70	1.32
5	린드블럼	롯데	3.72	12	5	3	0	0	0.625	72.6	66	10	18	2	76	31	30	1.16
6	레일리	롯데	3.80	30	13	7	0	0	0.650	187.3	199	19	44	17	156	87	79	1.30
7	강영식	롯데	3.86	4	0	1	0	0	0.000	2.3	4	0	1	0	2	2	1	2.14
8	조정훈	롯데	3.91	26	4	2	0	8	0.667	23	17	1	13	0	25	11	10	1.30
9	송승준	롯데	4.21	30	11	5	0	1	0.688	130.3	132	19	41	4	113	63	61	1.33
10	배장호	롯데	4.34	72	8	1	0	6	0.889	66.3	70	9	19	8	47	37	32	1.34
11	장시환	롯데	4.38	53	4	4	0	10	0.500	51.3	48	6	31	4	57	28	25	1.54
12	김유영	롯데	4.44	40	0	0	0	2	-	48.6	52	5	25	3	41	24	24	1.58
13	강동호	롯데	4.79	27	2	1	0	0	0.667	41.3	43	8	16	1	26	24	22	1.43
14	박진형	롯데	5.11	45	4	4	2	10	0.500	88	88	8	47	4	95	51	50	1.53
15	이정민	롯데	5.40	24	3	1	0	2	0.750	26.6	32	5	9	2	11	17	16	1.54
16	김원중	롯데	5.70	24	7	8	0	0	0.467	107.3	130	13	56	10	87	71	68	1.73
17	이명우	롯데	5.74	34	2	0	0	4	1.000	26.6	34	3	7	2	15	19	17	1.54
18	애디튼	롯데	5.91	15	2	7	0	0	0.222	70	85	7	25	5	60	54	46	1.57
19	윤길현	롯데	6.41	40	1	4	0	13	0.200	39.3	46	3	16	5	43	29	28	1.58
20	박시영	롯데	6.47	47	2	3	0	5	0.400	57	60	14	32	1	52	45	41	1.61
21	노경은	롯데	11.66	9	0	2	0	0	0.000	14.6	25	4	8	1	8	19	19	2.25
