순위	선수명	팀명	AVG	G	PA	AB	R	H	2B	3B	HR	TB	RBI	SAC	SF
1	박승규	삼성	0.429	7	7	7	1	3	0	0	0	3	1	0	0
2	김상수	삼성	0.389	17	70	54	9	21	6	0	0	27	5	1	0
3	구자욱	삼성	0.361	11	43	36	6	13	4	0	1	20	6	0	1
4	김지찬	삼성	0.316	16	22	19	6	6	1	0	0	7	0	2	0
5	김동엽	삼성	0.289	18	79	76	11	22	4	0	4	38	16	0	1
6	이성곤	삼성	0.286	4	8	7	1	2	1	0	0	3	1	0	0
7	김성표	삼성	0.250	4	4	4	0	1	0	0	0	1	0	0	0
7	김재현	삼성	0.250	8	4	4	1	1	0	0	0	1	1	0	0
7	박계범	삼성	0.250	8	13	12	2	3	1	0	0	4	2	0	0
10	김헌곤	삼성	0.234	15	53	47	4	11	1	0	0	12	8	0	0
11	이성규	삼성	0.219	10	38	32	7	7	1	1	2	16	7	0	0
12	박찬도	삼성	0.217	16	32	23	9	5	1	0	1	9	5	1	2
13	이학주	삼성	0.211	12	49	38	8	8	4	0	1	15	10	1	3
14	이원석	삼성	0.203	18	73	64	6	13	3	0	2	22	10	1	2
15	최영진	삼성	0.200	4	6	5	1	1	0	0	0	1	1	0	0
16	김응민	삼성	0.182	11	23	22	1	4	0	0	0	4	2	0	0
16	박해민	삼성	0.182	16	55	55	7	10	3	0	1	16	2	0	0
18	강민호	삼성	0.179	14	42	39	5	7	2	0	2	15	4	0	0
19	살라디노	삼성	0.163	15	48	43	4	7	1	0	1	11	3	0	0
20	김대우	삼성	-	1	0	0	0	0	0	0	0	0	0	0	0
20	라이블리	삼성	0.000	1	1	1	0	0	0	0	0	0	0	0	0
20	홍정우	삼성	-	1	0	0	0	0	0	0	0	0	0	0	0
