순위	선수명	팀명	AVG	G	PA	AB	R	H	2B	3B	HR	TB	RBI	SAC	SF
1	오선진	한화	0.346	9	28	26	2	9	2	0	1	14	5	1	0
2	김현민	한화	0.333	2	3	3	2	1	0	0	0	1	0	0	0
2	박한결	한화	0.333	2	6	6	2	2	0	0	0	2	1	0	0
2	최승준	한화	0.333	2	4	3	1	1	0	0	0	1	1	0	0
2	하주석	한화	0.333	12	43	42	2	14	3	0	0	17	7	0	0
6	김문호	한화	0.310	8	32	29	5	9	1	0	2	16	5	0	0
7	이용규	한화	0.289	13	44	38	7	11	1	0	1	15	5	0	0
8	정은원	한화	0.286	17	63	56	7	16	5	0	0	21	4	0	0
9	호잉	한화	0.260	13	52	50	6	13	3	0	1	19	5	0	0
10	정진호	한화	0.258	18	69	62	9	16	1	0	0	17	1	1	0
11	송광민	한화	0.254	18	62	59	7	15	5	0	2	26	7	0	1
12	이성열	한화	0.250	18	76	72	5	18	1	0	1	22	10	0	0
13	최재훈	한화	0.244	17	50	45	3	11	3	0	0	14	4	1	0
14	노시환	한화	0.238	10	23	21	4	5	2	0	2	13	3	0	0
15	이해창	한화	0.214	8	18	14	2	3	0	0	1	6	3	0	0
16	장진혁	한화	0.185	15	32	27	2	5	0	1	0	7	1	0	0
17	김회성	한화	0.143	9	12	7	0	1	0	0	0	1	1	2	1
18	이동훈	한화	0.125	4	8	8	0	1	0	0	0	1	0	0	0
19	김태균	한화	0.103	11	34	29	1	3	1	0	0	4	2	0	0
20	노태형	한화	0.000	1	3	3	0	0	0	0	0	0	0	0	0
20	장운호	한화	0.000	6	4	3	2	0	0	0	0	0	1	0	0
20	조한민	한화	-	1	0	0	0	0	0	0	0	0	0	0	0
