순위	선수명	팀명	AVG	G	PA	AB	R	H	2B	3B	HR	TB	RBI	SAC	SF
1	강진성	NC	0.500	14	45	38	6	19	3	0	4	34	15	0	2
2	박민우	NC	0.382	17	78	68	14	26	5	1	1	36	9	1	0
3	권희동	NC	0.316	14	45	38	7	12	3	0	1	18	9	1	0
4	양의지	NC	0.313	15	58	48	8	15	6	0	1	24	10	0	1
5	나성범	NC	0.290	17	80	69	14	20	1	0	4	33	13	0	0
6	김태진	NC	0.280	9	26	25	2	7	0	0	0	7	2	0	0
7	노진혁	NC	0.274	17	69	62	8	17	2	0	2	25	10	0	0
8	모창민	NC	0.273	4	11	11	1	3	1	0	1	7	2	0	0
9	이명기	NC	0.271	16	64	59	7	16	1	0	1	20	6	1	1
10	박석민	NC	0.271	17	60	48	8	13	1	0	4	26	8	1	2
11	김찬형	NC	0.250	11	8	8	4	2	1	0	0	3	1	0	0
11	김태군	NC	0.250	11	18	12	4	3	2	0	0	5	4	1	1
13	알테어	NC	0.218	17	62	55	6	12	2	0	3	23	7	0	0
14	이원재	NC	0.200	9	24	20	2	4	1	0	0	5	2	0	0
15	김준완	NC	0.176	15	20	17	4	3	0	0	1	6	3	0	0
16	김성욱	NC	0.133	5	20	15	4	2	0	0	0	2	0	2	0
17	김건태	NC	-	1	0	0	0	0	0	0	0	0	0	0	0
17	배재환	NC	-	1	0	0	0	0	0	0	0	0	0	0	0
17	송명기	NC	-	1	0	0	0	0	0	0	0	0	0	0	0
17	원종현	NC	-	1	0	0	0	0	0	0	0	0	0	0	0
17	이상호	NC	0.000	13	11	10	4	0	0	0	0	0	0	1	0
17	장현식	NC	-	1	0	0	0	0	0	0	0	0	0	0	0
17	최정원	NC	-	1	0	0	0	0	0	0	0	0	0	0	0
