순위	선수명	팀명	AVG	G	PA	AB	R	H	2B	3B	HR	TB	RBI	SAC	SF
1	황대인	KIA	0.350	7	24	20	3	7	2	0	1	12	4	0	0
2	터커	KIA	0.338	18	80	71	13	24	7	0	5	46	21	0	0
3	나지완	KIA	0.333	17	68	60	9	20	5	0	3	34	13	0	1
3	문선재	KIA	0.333	11	3	3	1	1	0	0	0	1	0	0	0
5	김선빈	KIA	0.328	18	79	67	11	22	5	0	0	27	10	0	0
6	박찬호	KIA	0.289	18	83	76	14	22	4	0	0	26	3	0	0
7	유민상	KIA	0.286	12	41	35	1	10	1	0	0	11	5	0	0
8	한승택	KIA	0.273	13	38	33	5	9	1	0	2	16	2	2	0
9	황윤호	KIA	0.270	10	37	37	2	10	2	0	0	12	3	0	0
10	백용환	KIA	0.269	9	30	26	4	7	2	0	2	15	3	0	0
11	최형우	KIA	0.254	18	82	67	14	17	4	0	2	27	9	0	1
12	나주환	KIA	0.233	12	30	30	5	7	1	0	1	11	2	0	0
13	최원준	KIA	0.217	18	71	60	3	13	2	0	0	15	5	2	2
14	최정용	KIA	0.200	5	5	5	0	1	0	0	0	1	0	0	0
15	장영석	KIA	0.150	7	26	20	1	3	0	0	0	3	1	0	1
16	김규성	KIA	0.000	3	2	2	0	0	0	0	0	0	0	0	0
16	김현준	KIA	-	1	0	0	0	0	0	0	0	0	0	0	0
16	이우성	KIA	0.000	10	15	13	2	0	0	0	0	0	1	0	0
16	이정훈	KIA	0.000	2	3	3	0	0	0	0	0	0	0	0	0
16	최정민	KIA	0.000	1	1	1	0	0	0	0	0	0	1	0	0
