순위	선수명	팀명	ERA	G	W	L	SV	HLD	WPCT	IP	H	HR	BB	HBP	SO	R	ER	WHIP
1	박희수	SK	1.57	34	0	1	1	2	0.000	28.6	29	1	13	3	14	9	5	1.47
2	하재훈	SK	1.98	61	5	3	36	3	0.625	59	47	1	26	1	64	13	13	1.24
3	백승건	SK	2.33	15	0	0	0	0	-	19.3	16	1	12	1	14	5	5	1.45
4	서진용	SK	2.38	72	3	1	4	33	0.750	68	53	2	28	2	76	19	18	1.19
5	김광현	SK	2.51	31	17	6	0	0	0.739	190.3	198	13	38	2	180	64	53	1.24
6	산체스	SK	2.62	28	17	5	0	0	0.773	165	151	2	42	2	148	51	48	1.17
7	박민호	SK	2.68	47	3	1	0	4	0.750	50.3	49	2	14	4	22	17	15	1.25
8	이케빈	SK	3.00	1	0	0	0	0	-	3	2	0	3	0	3	1	1	1.67
9	정영일	SK	3.21	44	1	2	1	8	0.333	42	32	1	22	1	35	15	15	1.29
10	신재웅	SK	3.32	20	1	0	0	0	1.000	21.6	14	1	10	1	14	8	8	1.11
11	소사	SK	3.82	16	9	3	0	0	0.750	94.3	85	15	23	2	96	42	40	1.14
12	문승원	SK	3.88	26	11	7	0	2	0.611	144	130	23	33	3	99	63	62	1.13
12	박종훈	SK	3.88	28	8	11	0	0	0.421	144	157	12	59	13	100	72	62	1.50
14	김태훈	SK	3.88	71	4	5	7	27	0.444	69.6	62	4	26	4	76	32	30	1.26
15	강지광	SK	3.95	25	2	4	0	6	0.333	27.3	24	0	11	0	15	14	12	1.28
16	김주한	SK	5.25	11	1	1	0	1	0.500	12	12	0	7	2	10	7	7	1.58
17	김택형	SK	5.79	26	2	1	0	2	0.667	23.3	20	1	24	2	27	16	15	1.89
18	백청훈	SK	6.75	5	0	0	1	1	-	4	7	0	1	0	4	3	3	2.00
19	조영우	SK	8.03	7	0	0	0	0	-	12.3	19	3	4	0	8	12	11	1.86
20	이승진	SK	8.05	17	0	0	0	1	-	19	21	3	12	1	14	17	17	1.74
21	김정우	SK	9.00	1	0	0	0	0	-	1	2	0	1	0	0	1	1	3.00
22	채병용	SK	9.82	4	0	0	1	1	-	3.6	7	1	3	1	3	4	4	2.73
23	박정배	SK	10.07	20	1	1	0	1	0.500	19.6	29	4	2	2	9	22	22	1.58
24	정재원	SK	16.88	4	0	0	0	0	-	2.6	6	1	0	1	1	5	5	2.25
25	이원준	SK	19.29	2	0	1	0	0	0.000	2.3	3	1	4	0	2	5	5	3.00
