순위	선수명	팀명	ERA	G	W	L	SV	HLD	WPCT	IP	H	HR	BB	HBP	SO	R	ER	WHIP
1	문경찬	KIA	1.31	54	1	2	24	0	0.333	55	45	2	10	0	50	9	8	1.00
2	박준표	KIA	2.09	49	5	2	0	15	0.714	56	42	4	6	4	30	15	13	0.86
3	양현종	KIA	2.29	29	16	8	0	0	0.667	184.6	165	6	33	2	163	56	47	1.07
4	전상현	KIA	3.12	57	1	4	0	15	0.200	60.6	45	3	21	2	62	21	21	1.09
5	임기준	KIA	3.44	52	2	2	0	6	0.500	36.6	32	1	16	4	24	17	14	1.31
6	고영창	KIA	3.50	55	1	3	1	10	0.250	54	63	2	14	8	22	22	21	1.43
7	박진태	KIA	4.32	2	0	1	0	0	0.000	8.3	10	0	6	3	5	4	4	1.92
8	차명진	KIA	4.36	9	3	1	0	0	0.750	33	35	1	18	2	19	17	16	1.61
9	윌랜드	KIA	4.75	28	8	10	0	0	0.444	165	191	17	59	5	137	95	87	1.52
10	하준영	KIA	4.96	59	6	2	0	15	0.750	52.6	59	5	31	0	51	31	29	1.71
11	이민우	KIA	5.43	32	2	6	1	2	0.250	61.3	74	4	26	4	56	42	37	1.63
12	터너	KIA	5.46	28	7	13	0	0	0.350	153.3	179	12	58	17	121	107	93	1.55
13	김기훈	KIA	5.56	19	3	6	0	0	0.333	79.3	64	11	65	9	49	55	49	1.63
14	임기영	KIA	5.73	12	2	4	0	0	0.333	48.6	67	7	19	2	37	33	31	1.77
15	김세현	KIA	6.23	10	0	2	0	0	0.000	8.6	11	0	9	2	5	8	6	2.31
16	이준영	KIA	6.35	37	1	0	0	1	1.000	51	64	3	26	2	43	42	36	1.76
16	황인준	KIA	6.35	5	0	0	0	0	-	11.3	14	2	5	0	11	8	8	1.68
18	김윤동	KIA	6.55	11	1	2	4	0	0.333	11	12	1	11	0	12	8	8	2.09
19	홍건희	KIA	7.16	21	2	9	0	0	0.182	81.6	112	12	33	3	52	70	65	1.78
20	장지수	KIA	7.71	13	0	0	0	0	-	16.3	23	2	7	2	6	16	14	1.84
21	강이준	KIA	11.00	3	0	2	0	0	0.000	9	14	1	9	2	3	11	11	2.56
22	유승철	KIA	11.25	3	0	0	0	0	-	4	4	2	2	2	5	5	5	1.50
23	양승철	KIA	12.12	11	1	1	0	0	0.500	16.3	23	3	15	0	11	22	22	2.33
24	박정수	KIA	12.60	3	0	0	0	0	-	5	10	0	4	1	2	7	7	2.80
25	김승범	KIA	18.00	1	0	0	0	0	-	1	4	0	1	0	0	2	2	5.00
