순위	선수명	팀명	ERA	G	W	L	SV	HLD	WPCT	IP	H	HR	BB	HBP	SO	R	ER	WHIP
1	김민규	두산	0.00	1	0	0	0	0	-	2	2	0	1	0	0	0	0	1.50
1	박신지	두산	-	2	0	0	0	0	-	0	1	0	2	0	0	2	2	-
1	최대성	두산	-	1	0	0	0	0	-	0	0	0	2	0	0	3	2	-
4	린드블럼	두산	2.50	30	20	3	0	0	0.870	194.6	165	13	29	6	189	57	54	1.00
5	윤명준	두산	2.63	69	6	2	1	14	0.750	68.3	63	3	20	3	40	23	20	1.21
6	최원준	두산	2.65	34	1	2	1	4	0.333	54.3	52	1	16	4	38	17	16	1.25
7	이형범	두산	2.66	67	6	3	19	10	0.667	61	57	4	19	9	31	25	18	1.25
8	이현승	두산	3.00	9	0	1	0	2	0.000	6	4	0	0	0	4	2	2	0.67
9	김승회	두산	3.07	55	3	3	3	7	0.500	58.6	57	1	16	2	46	24	20	1.24
10	유희관	두산	3.25	28	11	8	0	0	0.579	166.3	171	8	42	3	64	67	60	1.28
11	함덕주	두산	3.46	61	2	5	16	7	0.286	54.6	39	6	34	1	48	24	21	1.34
12	후랭코프	두산	3.61	22	9	8	0	0	0.529	117.3	110	5	30	13	111	48	47	1.19
13	이영하	두산	3.64	29	17	4	0	0	0.810	163.3	148	5	61	10	90	70	66	1.28
14	이용찬	두산	4.07	26	7	10	0	0	0.412	148.3	168	15	45	6	102	75	67	1.44
15	박치국	두산	4.50	61	2	2	3	14	0.500	52	64	5	14	5	35	26	26	1.50
16	배영수	두산	4.57	37	1	2	0	0	0.333	45.3	50	4	11	3	10	25	23	1.35
17	홍상삼	두산	4.76	3	0	0	0	0	-	5.6	5	1	4	1	5	3	3	1.59
18	권혁	두산	4.91	57	2	2	1	11	0.500	36.6	36	3	7	2	21	23	20	1.17
19	이현호	두산	5.13	16	1	0	0	0	1.000	40.3	51	2	19	1	22	25	23	1.74
20	강동연	두산	5.40	5	0	0	0	0	-	5	8	2	0	0	3	3	3	1.60
21	장원준	두산	9.00	6	0	0	0	0	-	2	5	0	3	1	1	2	2	4.00
22	박정준	두산	32.40	2	0	0	0	0	-	1.6	3	0	5	0	0	6	6	4.80
