순위	선수명	팀명	ERA	G	W	L	SV	HLD	WPCT	IP	H	HR	BB	HBP	SO	R	ER	WHIP
1	김정후	LG	0.00	2	0	0	0	0	-	1.6	1	0	1	0	1	0	0	1.20
1	이동현	LG	0.00	5	0	0	0	0	-	5	6	0	0	0	5	0	0	1.20
1	이상규	LG	0.00	1	0	0	0	0	-	0.3	0	0	1	1	0	0	0	3.00
4	고우석	LG	1.52	65	8	2	35	1	0.800	71	47	4	30	4	76	13	12	1.08
5	정찬헌	LG	1.64	13	1	1	6	0	0.500	11	11	0	6	0	11	5	2	1.55
6	켈리	LG	2.55	29	14	12	0	0	0.538	180.3	164	7	41	16	126	70	51	1.14
7	임지섭	LG	2.70	8	0	0	0	0	-	6.6	5	0	8	1	9	4	2	1.95
8	윌슨	LG	2.92	30	14	7	0	0	0.667	185	171	7	44	10	137	77	60	1.16
9	진해수	LG	3.43	72	3	1	0	20	0.750	42	44	2	16	2	38	17	16	1.43
10	한선태	LG	3.68	6	0	0	0	0	-	7.3	6	0	1	1	4	3	3	0.95
11	정우영	LG	3.72	56	4	6	1	16	0.400	65.3	57	2	20	8	38	30	27	1.18
12	김대현	LG	3.78	41	5	4	0	9	0.556	66.6	63	2	27	4	40	31	28	1.35
13	여건욱	LG	3.94	25	0	0	0	0	-	29.6	35	2	8	1	24	14	13	1.45
14	문광은	LG	4.09	32	1	1	1	3	0.500	33	35	3	13	1	26	15	15	1.45
15	차우찬	LG	4.12	29	13	8	0	0	0.619	168.3	181	16	59	5	124	87	77	1.43
16	류제국	LG	4.22	11	0	2	0	0	0.000	53.3	57	5	26	4	31	27	25	1.56
17	이우찬	LG	4.85	30	5	4	0	2	0.556	91	78	5	66	4	58	55	49	1.58
18	임찬규	LG	4.97	30	3	5	0	2	0.375	88.6	84	10	46	7	72	51	49	1.47
19	강정현	LG	5.06	7	0	0	0	0	-	10.6	9	3	6	2	8	6	6	1.41
20	배재준	LG	5.23	19	3	4	0	0	0.429	62	61	3	33	8	44	42	36	1.52
21	송은범	LG	5.25	63	2	6	1	9	0.250	60	80	6	23	3	36	38	35	1.72
22	오석주	LG	5.40	3	0	0	0	0	-	5	6	2	3	0	4	3	3	1.80
22	유원석	LG	5.40	2	0	0	0	0	-	3.3	2	1	5	0	4	2	2	2.10
24	심수창	LG	6.17	5	1	1	0	0	0.500	11.6	17	1	7	0	12	8	8	2.06
25	최동환	LG	6.26	18	1	0	0	0	1.000	23	25	4	10	3	13	17	16	1.52
26	장원삼	LG	7.98	8	0	2	0	0	0.000	14.6	20	3	3	2	7	13	13	1.57
27	이상영	LG	16.88	3	0	0	0	0	-	2.6	9	1	0	1	1	5	5	3.38
