순위	선수명	팀명	ERA	G	W	L	SV	HLD	WPCT	IP	H	HR	BB	HBP	SO	R	ER	WHIP
1	소이현	NC	0.00	1	0	0	0	0	-	1	1	0	1	0	1	0	0	2.00
1	전사민	NC	0.00	1	0	0	0	0	-	1	2	0	0	0	1	0	0	2.00
3	임창민	NC	2.40	20	0	1	0	2	0.000	15	14	1	8	1	10	6	4	1.47
4	프리드릭	NC	2.75	12	7	4	0	0	0.636	72	63	4	22	3	56	22	22	1.18
5	루친스키	NC	3.05	30	9	9	0	0	0.500	177.3	164	13	45	11	119	68	60	1.18
6	박진우	NC	3.14	41	9	7	0	5	0.563	140.6	137	9	29	19	92	53	49	1.18
7	구창모	NC	3.20	23	10	7	0	1	0.588	107	85	10	41	6	114	40	38	1.18
8	김건태	NC	3.68	44	0	2	0	7	0.000	51.3	49	5	16	4	32	23	21	1.27
9	이재학	NC	3.75	24	10	4	0	0	0.714	129.6	133	6	43	9	91	62	54	1.36
10	배재환	NC	3.81	62	3	5	0	20	0.375	54.3	49	3	31	7	61	26	23	1.47
11	임정호	NC	3.86	6	0	1	0	0	0.000	4.6	3	0	2	0	6	2	2	1.07
12	원종현	NC	3.90	60	3	3	31	0	0.500	60	62	4	17	3	59	31	26	1.32
13	최성영	NC	3.94	26	4	1	0	2	0.800	82.3	79	3	49	3	62	39	36	1.55
14	김진성	NC	4.29	42	1	2	0	5	0.333	42	39	6	15	2	35	25	20	1.29
15	강윤구	NC	4.47	67	3	3	0	15	0.500	56.3	55	4	24	4	49	29	28	1.40
16	장현식	NC	4.61	53	5	4	0	9	0.556	54.6	58	9	23	4	49	31	28	1.48
17	버틀러	NC	4.76	13	3	6	0	0	0.333	73.6	78	6	28	2	49	46	39	1.44
18	윤지웅	NC	4.97	13	1	0	0	0	1.000	12.6	14	3	4	1	9	8	7	1.42
19	유원상	NC	5.23	15	0	3	1	0	0.000	20.6	21	2	9	1	14	15	12	1.45
20	김영규	NC	5.29	30	5	4	0	1	0.556	66.3	82	7	31	6	46	40	39	1.70
21	배민서	NC	5.40	4	0	0	0	0	-	3.3	7	0	0	1	1	2	2	2.10
22	홍성무	NC	6.28	15	0	0	0	0	-	14.3	16	3	11	1	10	10	10	1.88
23	이민호	NC	6.52	11	0	0	0	0	-	9.6	14	0	9	1	4	7	7	2.38
24	윤강민	NC	8.22	5	0	1	0	0	0.000	7.6	12	1	6	2	5	8	7	2.35
25	송명기	NC	9.00	2	0	0	0	0	-	3	4	1	2	0	1	3	3	2.00
26	이우석	NC	10.13	6	0	0	0	1	-	5.3	7	0	5	0	4	6	6	2.25
27	민태호	NC	11.81	7	0	0	0	0	-	5.3	12	1	1	0	6	7	7	2.44
28	노성호	NC	12.27	5	0	0	0	0	-	3.6	8	1	1	0	1	5	5	2.45
29	정수민	NC	16.39	7	0	2	0	0	0.000	9.3	17	1	10	1	4	17	17	2.89
