순위	선수명	팀명	ERA	G	W	L	SV	HLD	WPCT	IP	H	HR	BB	HBP	SO	R	ER	WHIP
1	정우람	한화	3.33	61	8	5	16	1	0.615	81	64	7	26	4	85	33	30	1.11
2	권혁	한화	3.87	66	6	2	3	13	0.750	95.3	93	5	42	7	77	45	41	1.42
3	로저스	한화	4.30	6	2	3	0	0	0.400	37.6	42	3	12	2	24	22	18	1.43
4	장민재	한화	4.68	48	6	6	0	1	0.500	119.3	133	15	67	4	92	66	62	1.68
5	정대훈	한화	4.89	36	1	0	0	0	1.000	38.6	47	3	10	1	26	24	21	1.47
6	이태양	한화	4.97	29	5	8	1	0	0.385	112.3	128	15	62	3	60	66	62	1.69
7	송창식	한화	4.98	66	8	5	0	8	0.615	97.6	97	10	45	10	77	61	54	1.45
8	송신영	한화	5.02	11	0	1	0	0	0.000	14.3	24	1	2	1	7	8	8	1.81
9	송창현	한화	5.06	11	0	0	0	0	-	10.6	9	0	6	0	11	6	6	1.41
10	이동걸	한화	5.40	5	0	0	0	0	-	5	6	2	2	0	1	3	3	1.60
11	박정진	한화	5.57	77	4	4	0	6	0.500	84	96	11	33	2	85	58	52	1.54
12	심수창	한화	5.96	66	5	5	2	6	0.500	113.3	138	14	58	4	76	86	75	1.73
13	이재우	한화	6.04	15	0	1	0	0	0.000	25.3	34	9	14	3	18	20	17	1.89
14	서캠프	한화	6.31	17	2	5	1	0	0.286	41.3	54	5	17	5	36	32	29	1.72
15	송은범	한화	6.42	30	2	11	0	1	0.154	122	159	13	49	5	85	95	87	1.70
16	카스티요	한화	6.43	20	7	4	0	0	0.636	84	106	7	40	10	60	62	60	1.74
17	윤규진	한화	6.82	41	7	7	1	3	0.500	100.3	125	19	54	8	74	78	76	1.78
18	정재원	한화	7.59	14	0	0	0	0	-	21.3	28	2	9	1	16	19	18	1.73
19	김경태	한화	7.71	10	0	0	0	0	-	11.6	17	2	9	0	12	10	10	2.23
20	마에스트리	한화	9.42	9	2	2	0	0	0.500	28.6	37	4	34	1	23	37	30	2.48
21	김범수	한화	9.53	5	1	0	0	0	1.000	5.6	6	1	6	1	5	6	6	2.12
22	김용주	한화	9.77	17	0	2	0	0	0.000	15.6	19	2	15	0	12	18	17	2.17
23	김재영	한화	10.32	11	0	0	0	0	-	11.3	18	2	8	3	4	14	13	2.29
24	김민우	한화	15.83	5	0	3	0	0	0.000	9.6	21	2	8	0	7	18	17	3.00
25	안영명	한화	20.25	2	0	1	0	0	0.000	2.6	9	0	4	0	1	10	6	4.88
26	황재규	한화	24.55	2	0	0	0	0	-	3.6	10	1	2	1	2	11	10	3.27
