순위	선수명	팀명	AVG	G	PA	AB	R	H	2B	3B	HR	TB	RBI	SAC	SF
1	김강률	두산	1.000	3	1	1	0	1	0	0	0	1	1	0	0
2	박건우	두산	0.366	131	543	483	91	177	40	2	20	281	78	5	4
3	김재환	두산	0.340	144	636	544	110	185	34	2	35	328	115	0	4
4	박유연	두산	0.333	3	3	3	0	1	0	0	0	1	0	0	0
5	오재일	두산	0.306	128	466	412	62	126	27	0	26	231	89	1	3
6	민병헌	두산	0.304	123	520	447	73	136	21	0	14	199	71	1	6
7	최주환	두산	0.301	129	452	399	65	120	16	6	7	169	57	1	5
8	에반스	두산	0.296	138	581	514	82	152	19	0	27	252	90	0	3
9	김재호	두산	0.293	91	331	283	34	83	18	1	7	124	50	2	7
10	박세혁	두산	0.284	97	237	201	41	57	8	0	5	80	26	8	4
11	정진호	두산	0.283	97	224	198	43	56	11	2	5	86	31	4	2
12	양의지	두산	0.277	111	406	347	47	96	15	0	14	153	67	1	3
13	조수행	두산	0.277	80	52	47	17	13	2	0	0	15	2	0	0
14	서예일	두산	0.261	22	25	23	5	6	2	0	0	8	2	1	0
15	류지혁	두산	0.259	125	330	297	60	77	13	4	3	107	26	8	0
16	허경민	두산	0.257	130	422	369	50	95	22	1	3	128	40	12	2
17	오재원	두산	0.237	127	390	334	43	79	16	1	7	118	40	4	3
18	국해성	두산	0.209	57	96	86	15	18	3	0	3	30	17	0	1
19	이성곤	두산	0.200	4	5	5	1	1	0	0	0	1	0	0	0
20	김민혁	두산	0.190	18	21	21	1	4	2	0	0	6	2	0	0
21	김인태	두산	0.186	31	44	43	5	8	1	0	2	15	4	0	0
22	신성현	두산	0.164	34	72	67	5	11	2	1	1	18	7	1	1
23	김명신	두산	-	1	0	0	0	0	0	0	0	0	0	0	0
23	이용찬	두산	-	4	0	0	0	0	0	0	0	0	0	0	0
23	이우성	두산	0.000	2	2	2	0	0	0	0	0	0	0	0	0
23	황경태	두산	-	2	0	0	0	0	0	0	0	0	0	0	0
