순위	선수명	팀명	AVG	G	PA	AB	R	H	2B	3B	HR	TB	RBI	SAC	SF
1	김태균	한화	0.340	94	407	356	51	121	22	0	17	194	76	0	4
2	로사리오	한화	0.339	119	510	445	100	151	30	1	37	294	111	0	5
3	정근우	한화	0.330	105	442	391	73	129	22	0	11	184	46	5	3
4	송광민	한화	0.327	117	473	437	71	143	26	0	13	208	75	4	8
5	오선진	한화	0.310	65	209	184	23	57	11	0	2	74	21	4	2
6	이성열	한화	0.307	81	318	280	41	86	16	1	21	167	65	4	5
7	최진행	한화	0.306	89	289	258	29	79	21	0	13	139	50	1	1
8	하주석	한화	0.285	111	470	432	69	123	18	8	11	190	52	9	1
9	장민석	한화	0.278	88	327	299	38	83	9	0	1	95	21	12	1
10	김원석	한화	0.277	78	212	195	29	54	12	2	7	91	26	2	0
11	양성우	한화	0.277	118	417	358	42	99	26	1	2	133	40	7	2
12	김주현	한화	0.265	24	43	34	3	9	2	0	0	11	3	0	0
13	이용규	한화	0.263	57	200	179	31	47	8	1	0	57	12	1	1
14	최재훈	한화	0.257	104	309	269	22	69	10	0	1	82	16	6	0
15	정범모	한화	0.256	22	50	43	5	11	2	0	1	16	3	2	0
16	임익준	한화	0.250	30	47	36	7	9	1	0	0	10	2	4	0
17	김경언	한화	0.248	38	118	105	17	26	7	0	5	48	17	0	0
18	정경운	한화	0.236	46	121	106	8	25	2	1	1	32	7	4	2
19	김회성	한화	0.235	54	103	85	10	20	4	0	3	33	13	1	2
20	이양기	한화	0.227	17	48	44	0	10	1	0	0	11	3	2	0
21	허도환	한화	0.225	30	49	40	4	9	3	0	1	15	4	3	0
22	이동훈	한화	0.221	67	145	131	23	29	0	0	0	29	2	8	0
23	최윤석	한화	0.219	21	33	32	3	7	0	0	0	7	2	1	0
24	강경학	한화	0.214	59	93	84	17	18	2	1	0	22	4	0	0
24	강상원	한화	0.214	33	14	14	8	3	1	0	0	4	1	0	0
26	차일목	한화	0.207	52	112	92	7	19	3	0	1	25	7	4	0
27	조인성	한화	0.138	16	29	29	1	4	0	0	0	4	0	0	0
28	박준혁	한화	0.100	8	10	10	1	1	0	0	0	1	0	0	0
29	김태연	한화	0.048	12	22	21	1	1	0	0	1	4	2	0	0
30	강승현	한화	-	1	0	0	0	0	0	0	0	0	0	0	0
