순위	선수명	팀명	AVG	G	PA	AB	R	H	2B	3B	HR	TB	RBI	SAC	SF
1	오정복	KT	0.354	81	213	195	24	69	13	0	2	88	16	3	1
2	윤석민	KT	0.312	142	586	538	90	168	30	1	20	260	105	0	7
3	유한준	KT	0.306	133	497	445	52	136	19	0	13	194	68	2	3
4	로하스	KT	0.301	83	367	336	52	101	27	3	18	188	56	0	3
5	정현	KT	0.300	124	399	350	45	105	20	3	6	149	42	6	3
6	이진영	KT	0.289	103	285	263	28	76	26	1	2	110	31	4	0
7	김동욱	KT	0.287	83	223	209	28	60	9	0	4	81	24	0	5
8	심우준	KT	0.287	103	303	286	38	82	15	2	4	113	26	4	1
9	오태곤	KT	0.283	135	410	374	53	106	29	1	9	164	42	8	6
10	김진곤	KT	0.282	28	40	39	9	11	1	0	2	18	8	0	0
11	전민수	KT	0.277	55	145	130	20	36	8	0	1	47	8	3	1
12	이해창	KT	0.272	114	283	254	33	69	11	0	11	113	44	6	2
13	이대형	KT	0.267	100	366	337	51	90	8	3	0	104	24	4	1
14	박경수	KT	0.262	131	511	442	62	116	27	1	15	190	66	3	3
15	남태혁	KT	0.250	31	68	60	8	15	1	0	2	22	11	0	1
16	박기혁	KT	0.238	97	263	235	22	56	11	1	2	75	18	7	3
17	유민상	KT	0.233	15	33	30	4	7	1	0	1	11	2	0	0
18	장성우	KT	0.231	118	348	294	28	68	11	1	8	105	46	4	5
19	윤요섭	KT	0.231	22	43	39	6	9	1	0	2	16	6	0	0
20	하준호	KT	0.224	101	226	196	31	44	11	1	3	66	18	4	1
21	김사연	KT	0.216	35	52	51	5	11	2	0	0	13	3	1	0
22	김만수	KT	0.167	10	6	6	0	1	0	0	0	1	0	0	0
22	김연훈	KT	0.167	19	26	24	1	4	2	0	0	6	3	1	1
22	안치영	KT	0.167	21	22	18	4	3	1	0	0	4	0	2	0
25	모넬	KT	0.165	28	105	85	10	14	4	0	2	24	9	0	2
26	강장산	KT	-	1	0	0	0	0	0	0	0	0	0	0	0
26	김사율	KT	-	1	0	0	0	0	0	0	0	0	0	0	0
26	김재윤	KT	-	5	0	0	0	0	0	0	0	0	0	0	0
26	류희운	KT	-	1	0	0	0	0	0	0	0	0	0	0	0
26	배우열	KT	-	1	0	0	0	0	0	0	0	0	0	0	0
