순위	선수명	팀명	AVG	G	PA	AB	R	H	2B	3B	HR	TB	RBI	SAC	SF
1	손아섭	롯데	0.335	144	667	576	113	193	35	4	20	296	80	1	3
2	전준우	롯데	0.321	110	496	455	76	146	27	1	18	229	69	2	2
3	이대호	롯데	0.320	142	608	540	73	173	13	0	34	288	111	0	3
4	번즈	롯데	0.303	116	468	423	71	128	38	0	15	211	57	2	3
5	김문호	롯데	0.292	131	448	390	49	114	17	1	2	139	35	7	1
6	최준석	롯데	0.291	125	464	409	43	119	15	0	14	176	82	0	5
7	황진수	롯데	0.291	60	133	117	18	34	6	2	1	47	16	2	1
8	강민호	롯데	0.285	130	515	456	62	130	22	1	22	220	68	0	3
9	문규현	롯데	0.270	110	337	304	38	82	15	2	6	119	42	18	3
10	박헌도	롯데	0.257	56	130	113	19	29	4	0	4	45	13	0	0
11	나경민	롯데	0.256	97	129	117	37	30	5	2	1	42	11	2	1
12	이우민	롯데	0.254	104	215	185	35	47	5	1	4	66	21	5	0
13	정훈	롯데	0.248	68	136	109	16	27	8	2	1	42	6	3	1
14	신본기	롯데	0.237	128	381	325	49	77	11	0	5	103	47	13	5
15	김동한	롯데	0.236	81	205	178	26	42	19	0	3	70	14	13	0
16	김상호	롯데	0.228	80	114	101	7	23	3	1	0	28	7	0	0
17	김대우	롯데	0.200	12	22	20	1	4	2	0	0	6	4	1	0
18	김사훈	롯데	0.184	57	89	76	1	14	3	0	0	17	8	5	1
19	김민수	롯데	0.176	10	19	17	0	3	0	0	0	3	0	1	0
20	김대륙	롯데	0.151	50	58	53	4	8	2	0	0	10	2	1	0
21	강동관	롯데	-	1	0	0	0	0	0	0	0	0	0	0	0
21	김재유	롯데	0.000	1	1	1	0	0	0	0	0	0	0	0	0
21	김주현	롯데	0.000	2	4	4	0	0	0	0	0	0	0	0	0
21	나종덕	롯데	0.000	5	4	4	0	0	0	0	0	0	0	0	0
21	노경은	롯데	0.000	2	2	2	0	0	0	0	0	0	0	0	0
21	박시영	롯데	-	1	0	0	0	0	0	0	0	0	0	0	0
21	손승락	롯데	-	4	0	0	0	0	0	0	0	0	0	0	0
21	윤길현	롯데	-	1	0	0	0	0	0	0	0	0	0	0	0
21	이명우	롯데	-	1	0	0	0	0	0	0	0	0	0	0	0
21	장시환	롯데	-	2	0	0	0	0	0	0	0	0	0	0	0
