순위	선수명	팀명	ERA	G	W	L	SV	HLD	WPCT	IP	H	HR	BB	HBP	SO	R	ER	WHIP
1	성동현	LG	0.00	1	1	0	0	0	1.000	0.3	1	0	0	0	0	0	0	3.00
1	임정우	LG	0.00	2	0	0	0	0	-	0.6	1	0	2	0	1	0	0	4.50
3	배민관	LG	1.64	8	0	0	0	0	-	11	9	0	4	2	11	2	2	1.18
4	윌슨	LG	3.07	26	9	4	0	0	0.692	170	158	11	35	6	149	63	58	1.14
5	소사	LG	3.52	27	9	9	0	0	0.500	181.3	192	16	28	4	181	83	71	1.21
6	최성훈	LG	3.78	24	0	0	0	3	-	16.6	17	4	9	1	14	7	7	1.56
7	윤지웅	LG	4.26	10	0	0	0	0	-	6.3	9	0	3	3	4	4	3	1.89
8	김영준	LG	4.35	14	2	1	0	0	0.667	20.6	19	3	15	3	16	12	10	1.65
9	배재준	LG	4.42	16	1	0	0	0	1.000	38.6	34	3	20	1	41	24	19	1.40
10	최동환	LG	4.62	28	1	0	0	1	1.000	37	33	6	11	3	28	19	19	1.19
11	여건욱	LG	4.76	18	0	0	0	0	-	22.6	27	1	8	4	15	13	12	1.54
11	전인환	LG	4.76	5	0	0	0	0	-	5.6	7	0	3	0	4	3	3	1.76
13	정찬헌	LG	4.85	66	5	3	27	0	0.625	65	76	5	24	7	50	36	35	1.54
14	김지용	LG	5.36	48	5	6	1	13	0.455	47	52	10	9	2	42	30	28	1.30
15	김태형	LG	5.40	2	0	0	0	0	-	1.6	2	1	1	0	1	1	1	1.80
16	임찬규	LG	5.77	29	11	11	1	0	0.500	146.6	195	23	47	13	125	104	94	1.65
17	신정락	LG	5.86	49	3	7	0	5	0.300	50.6	59	5	17	6	56	37	33	1.50
18	고우석	LG	5.91	56	3	5	0	3	0.375	67	69	10	37	5	44	51	44	1.58
19	차우찬	LG	6.09	29	12	10	0	0	0.545	170	177	27	79	10	136	119	115	1.51
20	진해수	LG	7.21	66	2	3	0	14	0.400	43.6	63	7	13	4	37	37	35	1.74
21	김대현	LG	7.54	25	2	10	0	0	0.167	105	145	15	48	9	64	95	88	1.84
22	이동현	LG	7.93	36	2	1	0	4	0.667	36.3	49	6	7	3	23	35	32	1.54
23	손주영	LG	8.49	4	0	2	0	0	0.000	11.6	13	0	14	2	7	11	11	2.31
24	문광은	LG	12.15	6	0	1	0	0	0.000	6.6	11	3	5	0	5	9	9	2.40
25	임지섭	LG	25.07	2	0	2	0	0	0.000	4.6	11	3	7	0	4	13	13	3.86
26	김태형	LG	36.00	1	0	0	0	0	-	1	2	0	4	0	0	4	4	6.00
27	이우찬	LG	54.00	3	0	0	0	0	-	0.6	3	0	3	1	0	4	4	9.00
