순위	선수명	팀명	ERA	G	W	L	SV	HLD	WPCT	IP	H	HR	BB	HBP	SO	R	ER	WHIP
1	심규범	NC	0.00	1	0	0	0	0	-	0.6	1	0	0	0	0	0	0	1.50
1	이우석	NC	0.00	1	0	0	0	0	-	0.3	0	0	1	0	1	0	0	3.00
3	김재균	NC	3.18	4	0	0	0	0	-	5.6	3	0	9	0	4	3	2	2.12
4	박진우	NC	3.66	11	1	0	0	1	1.000	19.6	18	2	5	2	15	8	8	1.17
5	왕웨이중	NC	4.26	25	7	10	0	0	0.412	141.6	169	16	40	2	108	83	67	1.48
6	배재환	NC	4.50	31	3	3	1	2	0.500	36	37	6	25	1	34	18	18	1.72
7	이민호	NC	4.68	50	5	4	14	0	0.556	50	52	8	19	3	42	34	26	1.42
8	이재학	NC	4.79	29	5	13	0	0	0.278	152.3	157	13	49	10	116	87	81	1.35
9	이형범	NC	5.17	23	1	1	0	0	0.500	54	62	5	24	1	22	36	31	1.59
10	원종현	NC	5.18	59	3	6	2	17	0.333	64.3	78	7	22	2	36	38	37	1.55
11	베렛	NC	5.28	29	6	10	0	0	0.375	155	178	24	59	9	144	94	91	1.53
12	구창모	NC	5.35	36	5	11	0	1	0.313	133	158	21	52	7	116	83	79	1.58
13	김건태	NC	5.43	21	2	3	0	0	0.400	53	60	7	24	7	39	38	32	1.58
14	민태호	NC	5.59	8	1	0	0	0	1.000	9.6	11	1	4	1	4	7	6	1.55
15	최성영	NC	5.88	28	2	2	1	0	0.500	64.3	66	11	25	4	57	43	42	1.41
16	정수민	NC	6.05	25	2	5	0	1	0.286	58	69	10	33	3	38	43	39	1.76
17	강윤구	NC	6.09	69	7	5	1	17	0.583	54.6	54	10	26	1	65	41	37	1.46
18	임창민	NC	6.43	8	0	1	3	0	0.000	7	8	2	2	0	9	6	5	1.43
19	유원상	NC	6.46	41	1	4	0	5	0.200	47.3	63	5	17	5	30	37	34	1.69
20	김진성	NC	7.15	50	3	2	0	5	0.600	45.3	56	13	19	2	38	38	36	1.65
21	노성호	NC	7.16	20	1	2	0	0	0.333	32.6	35	6	29	1	36	29	26	1.96
22	장현식	NC	7.43	21	3	2	2	1	0.600	26.6	31	7	17	0	24	22	22	1.80
23	최금강	NC	8.44	19	0	1	0	1	0.000	37.3	51	8	22	2	18	36	35	1.96
24	류재인	NC	16.20	1	0	0	0	0	-	1.6	1	1	2	3	2	3	3	1.80
25	윤강민	NC	17.47	6	0	0	0	0	-	5.6	14	1	5	2	4	11	11	3.35
