순위	선수명	팀명	ERA	G	W	L	SV	HLD	WPCT	IP	H	HR	BB	HBP	SO	R	ER	WHIP
1	고영창	KIA	-	2	0	0	0	0	-	0	4	0	1	1	0	6	6	-
1	박준표	KIA	0.00	1	0	0	0	0	-	2	0	0	2	0	2	0	0	1.00
3	임기준	KIA	3.54	55	5	1	2	8	0.833	56	59	7	23	3	45	27	22	1.46
4	김윤동	KIA	3.70	64	7	6	4	18	0.538	82.6	71	9	54	2	79	39	34	1.51
5	양현종	KIA	4.15	29	13	11	0	0	0.542	184.3	199	21	43	2	152	88	85	1.31
6	유승철	KIA	4.37	39	1	0	1	3	1.000	47.3	49	5	29	4	44	25	23	1.65
7	헥터	KIA	4.60	29	11	10	0	0	0.524	174	209	25	36	4	137	102	89	1.41
8	문경찬	KIA	4.72	32	0	3	0	0	0.000	55.3	62	10	17	2	46	29	29	1.43
9	황인준	KIA	4.96	37	3	1	0	1	0.750	52.6	58	9	12	6	35	31	29	1.33
10	임창용	KIA	5.42	37	5	5	4	4	0.500	86.3	92	16	29	11	84	54	52	1.40
11	박경태	KIA	5.68	4	0	0	0	0	-	6.3	7	0	2	1	6	5	4	1.42
12	한승혁	KIA	5.83	21	7	3	0	0	0.700	88	105	8	44	4	65	62	57	1.69
13	전상현	KIA	6.10	5	0	0	0	0	-	10.3	19	1	5	0	7	7	7	2.32
14	임기영	KIA	6.26	29	8	9	0	2	0.471	105	145	20	34	12	68	79	73	1.70
15	팻딘	KIA	6.26	36	6	7	0	2	0.462	129.3	174	23	27	4	101	96	90	1.55
16	정용운	KIA	6.30	3	1	0	0	0	1.000	10	10	1	8	0	5	7	7	1.80
17	심동섭	KIA	6.35	7	0	0	0	1	-	5.6	7	0	3	0	5	4	4	1.76
18	김세현	KIA	6.75	40	1	6	4	0	0.143	40	56	4	17	2	32	32	30	1.83
18	윤석민	KIA	6.75	28	0	8	11	0	0.000	40	55	9	10	0	29	32	30	1.63
20	이민우	KIA	7.17	30	2	3	0	4	0.400	37.6	52	4	23	5	28	34	30	1.99
21	하준영	KIA	9.20	15	0	0	0	0	-	14.6	16	3	8	1	12	15	15	1.64
22	김유신	KIA	9.69	10	0	0	0	0	-	13	13	0	6	1	6	14	14	1.46
23	홍건희	KIA	10.26	11	0	1	0	0	0.000	16.6	32	4	7	1	13	20	19	2.34
24	박정수	KIA	11.48	11	0	0	0	0	-	13.3	17	2	5	3	16	18	17	1.65
