순위	선수명	팀명	ERA	G	W	L	SV	HLD	WPCT	IP	H	HR	BB	HBP	SO	R	ER	WHIP
1	문성현	키움	0.00	1	0	0	0	0	-	1	1	0	1	0	1	0	0	2.00
1	박정준	키움	0.00	2	0	0	0	0	-	2	0	0	1	2	2	1	0	0.50
1	이상민	키움	0.00	4	0	0	0	0	-	4.6	3	0	1	0	2	0	0	0.86
4	양현	키움	3.58	33	1	1	0	5	0.500	32.6	31	4	13	1	20	13	13	1.35
5	조상우	키움	3.79	18	1	2	9	0	0.333	19	16	1	6	2	23	11	8	1.16
6	로저스	키움	3.80	13	5	4	0	0	0.556	83	89	7	16	5	65	40	35	1.27
7	브리검	키움	3.84	31	11	7	0	1	0.611	199	188	19	50	19	175	89	85	1.20
8	최원태	키움	3.95	23	13	7	0	0	0.650	134.3	144	8	35	11	101	62	59	1.33
9	이보근	키움	4.28	64	7	6	0	24	0.538	61	66	6	14	4	54	36	29	1.31
10	한현희	키움	4.79	30	11	7	0	0	0.611	169	208	22	49	20	105	98	90	1.52
11	윤영삼	키움	4.85	22	1	0	2	0	1.000	29.6	31	2	8	1	32	18	16	1.31
12	김상수	키움	5.17	58	2	3	18	14	0.400	55.6	53	9	23	1	68	32	32	1.37
13	해커	키움	5.20	14	5	3	0	0	0.625	79.6	86	16	30	5	56	49	46	1.46
14	이승호	키움	5.60	32	1	3	0	4	0.250	45	44	8	22	5	38	28	28	1.47
15	김동준	키움	6.04	33	2	2	2	1	0.500	47.6	61	10	18	4	36	33	32	1.66
16	김성민	키움	6.19	46	2	1	0	5	0.667	48	61	6	21	3	45	38	33	1.71
17	오주원	키움	6.19	61	3	6	1	15	0.333	52.3	61	8	13	1	36	37	36	1.41
18	신재영	키움	6.75	26	8	9	0	1	0.471	101.3	133	31	23	8	53	80	76	1.54
19	안우진	키움	7.19	20	2	4	0	1	0.333	41.3	46	6	28	3	46	35	33	1.79
20	조덕길	키움	7.43	25	0	0	0	0	-	26.6	35	6	13	0	25	24	22	1.80
21	하영민	키움	7.71	9	0	2	0	0	0.000	16.3	30	3	7	1	10	18	14	2.27
22	김선기	키움	7.94	21	0	1	0	1	0.000	22.6	34	5	16	0	21	22	20	2.21
23	김정인	키움	8.59	2	0	1	0	0	0.000	7.3	14	1	3	1	4	7	7	2.32
24	이영준	키움	22.50	2	0	0	0	0	-	2	6	0	3	0	2	5	5	4.50
25	서의태	키움	54.00	1	0	0	0	0	-	0.6	1	0	2	1	1	4	4	4.50
