순위	선수명	팀명	AVG	G	PA	AB	R	H	2B	3B	HR	TB	RBI	SAC	SF
1	페르난데스	두산	0.344	144	645	572	87	197	34	0	15	276	88	0	6
2	박건우	두산	0.319	127	537	458	83	146	27	5	10	213	64	1	11
3	이흥련	두산	0.310	27	44	42	3	13	2	1	0	17	5	0	0
4	오재일	두산	0.293	130	529	467	76	137	29	1	21	231	102	0	4
5	허경민	두산	0.288	133	540	475	71	137	25	1	4	176	60	3	11
6	김재환	두산	0.283	136	574	495	76	140	20	5	15	215	91	0	11
7	박세혁	두산	0.279	137	505	441	58	123	19	9	4	172	63	10	6
8	최주환	두산	0.277	87	325	285	27	79	13	0	4	104	47	0	11
9	김재호	두산	0.268	130	470	377	51	101	22	0	4	135	48	8	11
10	정수빈	두산	0.265	123	513	441	75	117	19	5	0	146	41	4	5
11	류지혁	두산	0.250	118	316	276	36	69	6	2	0	79	34	6	3
12	김인태	두산	0.233	26	70	60	6	14	2	1	2	24	7	1	1
13	이유찬	두산	0.231	25	13	13	6	3	0	0	0	3	1	0	0
14	정진호	두산	0.208	66	110	96	13	20	0	0	1	23	3	3	0
15	신성현	두산	0.195	35	54	41	9	8	0	0	1	11	6	0	2
16	김경호	두산	0.192	32	27	26	4	5	1	0	0	6	2	1	0
17	정병곤	두산	0.185	20	31	27	6	5	1	0	0	6	4	0	0
18	국해성	두산	0.171	21	41	35	2	6	3	0	0	9	2	0	0
19	장승현	두산	0.171	35	46	41	3	7	2	0	0	9	3	0	1
20	백동훈	두산	0.170	41	52	47	8	8	2	0	0	10	2	0	0
21	오재원	두산	0.164	98	204	177	30	29	8	1	3	48	18	2	0
22	권혁	두산	-	1	0	0	0	0	0	0	0	0	0	0	0
22	김대한	두산	0.000	19	18	15	4	0	0	0	0	0	0	0	0
22	김승회	두산	-	1	0	0	0	0	0	0	0	0	0	0	0
22	김태근	두산	-	9	0	0	2	0	0	0	0	0	0	0	0
22	박유연	두산	0.000	2	1	1	0	0	0	0	0	0	0	0	0
22	배영수	두산	-	2	0	0	0	0	0	0	0	0	0	0	0
22	서예일	두산	0.000	7	3	3	0	0	0	0	0	0	0	0	0
22	송승환	두산	0.000	2	2	2	0	0	0	0	0	0	0	0	0
22	이영하	두산	-	1	0	0	0	0	0	0	0	0	0	0	0
