순위	선수명	팀명	AVG	G	PA	AB	R	H	2B	3B	HR	TB	RBI	SAC	SF
1	강백호	KT	0.336	116	505	438	72	147	29	1	13	217	65	0	4
2	로하스	KT	0.322	142	578	521	68	168	30	3	24	276	104	0	5
3	유한준	KT	0.317	139	562	501	61	159	19	1	14	222	86	0	5
4	송민섭	KT	0.302	105	64	53	24	16	0	1	0	18	4	1	1
5	조용호	KT	0.293	87	211	188	15	55	6	3	0	67	19	2	0
6	황재균	KT	0.283	124	507	448	78	127	16	3	20	209	67	0	5
7	김민혁	KT	0.281	127	521	466	68	131	10	1	0	143	32	5	5
8	심우준	KT	0.279	138	433	391	54	109	13	1	3	133	28	12	1
9	강민국	KT	0.273	58	94	88	12	24	0	1	0	26	7	0	0
10	김진곤	KT	0.267	19	34	30	4	8	2	0	0	10	6	2	0
11	장성우	KT	0.262	127	413	366	25	96	7	0	7	124	41	4	6
12	오태곤	KT	0.250	123	392	352	63	88	16	1	6	124	35	3	2
13	박경수	KT	0.247	137	490	421	43	104	24	0	10	158	65	4	6
14	박승욱	KT	0.233	101	245	223	24	52	3	4	3	72	15	6	0
15	윤석민	KT	0.231	63	178	169	4	39	4	0	2	49	17	0	2
16	배정대	KT	0.203	66	84	74	15	15	4	0	0	19	6	2	0
17	문상철	KT	0.200	33	68	60	8	12	1	0	2	19	7	0	2
18	이준수	KT	0.194	32	49	36	3	7	1	0	0	8	3	3	0
19	안치영	KT	0.167	5	7	6	1	1	0	0	0	1	0	0	0
20	김병희	KT	0.143	4	7	7	0	1	0	0	0	1	0	0	0
20	이대형	KT	0.143	18	19	14	2	2	1	0	0	3	4	0	1
22	안승한	KT	0.136	36	47	44	4	6	1	0	0	7	5	1	0
23	고명성	KT	0.125	30	18	16	4	2	0	0	0	2	0	0	0
23	이해창	KT	0.125	30	43	40	0	5	0	0	0	5	0	0	0
25	김영환	KT	0.071	13	15	14	1	1	0	0	0	1	0	0	0
26	김재윤	KT	0.000	3	1	1	0	0	0	0	0	0	0	0	0
26	박민석	KT	0.000	3	1	1	0	0	0	0	0	0	0	0	0
26	손동현	KT	-	2	0	0	0	0	0	0	0	0	0	0	0
26	엄상백	KT	-	1	0	0	0	0	0	0	0	0	0	0	0
26	이대은	KT	-	4	0	0	0	0	0	0	0	0	0	0	0
